давление 1E+5 Па.,   время 0 c.
давление 6,781E-7 Па.,   время 6595 c.
давление 6,781E-7 Па.,   время 6596 c.
давление 6,781E-7 Па.,   время 6597 c.
давление 6,781E-7 Па.,   время 6598 c.
давление 6,781E-7 Па.,   время 6599 c.
давление 6,781E-7 Па.,   время 6600 c.
давление 6,781E-7 Па.,   время 6601 c.
давление 6,781E-7 Па.,   время 6602 c.
давление 6,781E-7 Па.,   время 6603 c.
давление 6,781E-7 Па.,   время 6604 c.
давление 6,781E-7 Па.,   время 6605 c.
давление 6,781E-7 Па.,   время 6606 c.
давление 6,781E-7 Па.,   время 6607 c.
давление 6,781E-7 Па.,   время 6608 c.
давление 6,781E-7 Па.,   время 6609 c.
давление 6,781E-7 Па.,   время 6610 c.
давление 6,781E-7 Па.,   время 6611 c.
давление 6,781E-7 Па.,   время 6612 c.
давление 6,781E-7 Па.,   время 6613 c.
давление 6,781E-7 Па.,   время 6614 c.
давление 6,781E-7 Па.,   время 6615 c.
давление 6,781E-7 Па.,   время 6616 c.
давление 6,781E-7 Па.,   время 6617 c.
давление 6,781E-7 Па.,   время 6618 c.
давление 6,781E-7 Па.,   время 6619 c.
давление 6,781E-7 Па.,   время 6620 c.
давление 6,781E-7 Па.,   время 6621 c.
давление 6,781E-7 Па.,   время 6622 c.
давление 6,781E-7 Па.,   время 6623 c.
давление 6,781E-7 Па.,   время 6624 c.
давление 6,78E-7 Па.,   время 6625 c.
давление 6,78E-7 Па.,   время 6626 c.
давление 6,78E-7 Па.,   время 6627 c.
давление 6,78E-7 Па.,   время 6628 c.
давление 6,78E-7 Па.,   время 6629 c.
давление 6,78E-7 Па.,   время 6630 c.
давление 6,78E-7 Па.,   время 6631 c.
давление 6,78E-7 Па.,   время 6632 c.
давление 6,78E-7 Па.,   время 6633 c.
давление 6,78E-7 Па.,   время 6634 c.
давление 6,78E-7 Па.,   время 6635 c.
давление 6,78E-7 Па.,   время 6636 c.
давление 6,78E-7 Па.,   время 6637 c.
давление 6,78E-7 Па.,   время 6638 c.
давление 6,78E-7 Па.,   время 6639 c.
давление 6,78E-7 Па.,   время 6640 c.
давление 6,78E-7 Па.,   время 6641 c.
давление 6,78E-7 Па.,   время 6642 c.
давление 6,78E-7 Па.,   время 6643 c.
давление 6,78E-7 Па.,   время 6644 c.
давление 6,78E-7 Па.,   время 6645 c.
давление 6,78E-7 Па.,   время 6646 c.
давление 6,78E-7 Па.,   время 6647 c.
давление 6,78E-7 Па.,   время 6648 c.
давление 6,78E-7 Па.,   время 6649 c.
давление 6,78E-7 Па.,   время 6650 c.
давление 6,78E-7 Па.,   время 6651 c.
давление 6,78E-7 Па.,   время 6652 c.
давление 6,78E-7 Па.,   время 6653 c.
давление 6,78E-7 Па.,   время 6654 c.
давление 6,78E-7 Па.,   время 6655 c.
давление 6,78E-7 Па.,   время 6656 c.
давление 6,78E-7 Па.,   время 6657 c.
давление 6,78E-7 Па.,   время 6658 c.
давление 6,78E-7 Па.,   время 6659 c.
давление 6,78E-7 Па.,   время 6660 c.
давление 6,78E-7 Па.,   время 6661 c.
давление 6,78E-7 Па.,   время 6662 c.
давление 6,78E-7 Па.,   время 6663 c.
давление 6,78E-7 Па.,   время 6664 c.
давление 6,78E-7 Па.,   время 6665 c.
давление 6,78E-7 Па.,   время 6666 c.
давление 6,78E-7 Па.,   время 6667 c.
давление 6,78E-7 Па.,   время 6668 c.
давление 6,78E-7 Па.,   время 6669 c.
давление 6,78E-7 Па.,   время 6670 c.
давление 6,78E-7 Па.,   время 6671 c.
давление 6,78E-7 Па.,   время 6672 c.
давление 6,78E-7 Па.,   время 6673 c.
давление 6,78E-7 Па.,   время 6674 c.
давление 6,78E-7 Па.,   время 6675 c.
давление 6,78E-7 Па.,   время 6676 c.
давление 6,78E-7 Па.,   время 6677 c.
давление 6,78E-7 Па.,   время 6678 c.
давление 6,78E-7 Па.,   время 6679 c.
давление 6,78E-7 Па.,   время 6680 c.
давление 6,78E-7 Па.,   время 6681 c.
давление 6,78E-7 Па.,   время 6682 c.
давление 6,78E-7 Па.,   время 6683 c.
давление 6,78E-7 Па.,   время 6684 c.
давление 6,78E-7 Па.,   время 6685 c.
давление 6,78E-7 Па.,   время 6686 c.
давление 6,78E-7 Па.,   время 6687 c.
давление 6,78E-7 Па.,   время 6688 c.
давление 6,78E-7 Па.,   время 6689 c.
давление 6,78E-7 Па.,   время 6690 c.
давление 6,78E-7 Па.,   время 6691 c.
давление 6,78E-7 Па.,   время 6692 c.
давление 6,78E-7 Па.,   время 6693 c.
давление 6,78E-7 Па.,   время 6694 c.
давление 6,78E-7 Па.,   время 6695 c.
давление 6,78E-7 Па.,   время 6696 c.
давление 6,78E-7 Па.,   время 6697 c.
давление 6,78E-7 Па.,   время 6698 c.
давление 6,78E-7 Па.,   время 6699 c.
давление 6,78E-7 Па.,   время 6700 c.
давление 6,78E-7 Па.,   время 6701 c.
давление 6,78E-7 Па.,   время 6702 c.
давление 6,78E-7 Па.,   время 6703 c.
давление 6,78E-7 Па.,   время 6704 c.
давление 6,78E-7 Па.,   время 6705 c.
давление 6,78E-7 Па.,   время 6706 c.
давление 6,78E-7 Па.,   время 6707 c.
давление 6,78E-7 Па.,   время 6708 c.
давление 6,78E-7 Па.,   время 6709 c.
давление 6,78E-7 Па.,   время 6710 c.
давление 6,78E-7 Па.,   время 6711 c.
давление 6,78E-7 Па.,   время 6712 c.
давление 6,78E-7 Па.,   время 6713 c.
давление 6,78E-7 Па.,   время 6714 c.
давление 6,78E-7 Па.,   время 6715 c.
давление 6,78E-7 Па.,   время 6716 c.
давление 6,78E-7 Па.,   время 6717 c.
давление 6,78E-7 Па.,   время 6718 c.
давление 6,78E-7 Па.,   время 6719 c.
давление 6,78E-7 Па.,   время 6720 c.
давление 6,78E-7 Па.,   время 6721 c.
давление 6,78E-7 Па.,   время 6722 c.
давление 6,78E-7 Па.,   время 6723 c.
давление 6,78E-7 Па.,   время 6724 c.
давление 6,78E-7 Па.,   время 6725 c.
давление 6,78E-7 Па.,   время 6726 c.
давление 6,78E-7 Па.,   время 6727 c.
давление 6,78E-7 Па.,   время 6728 c.
давление 6,78E-7 Па.,   время 6729 c.
давление 6,78E-7 Па.,   время 6730 c.
давление 6,78E-7 Па.,   время 6731 c.
давление 6,78E-7 Па.,   время 6732 c.
давление 6,78E-7 Па.,   время 6733 c.
давление 6,78E-7 Па.,   время 6734 c.
давление 6,78E-7 Па.,   время 6735 c.
давление 6,78E-7 Па.,   время 6736 c.
давление 6,78E-7 Па.,   время 6737 c.
давление 6,78E-7 Па.,   время 6738 c.
давление 6,78E-7 Па.,   время 6739 c.
давление 6,78E-7 Па.,   время 6740 c.
давление 6,78E-7 Па.,   время 6741 c.
давление 6,78E-7 Па.,   время 6742 c.
давление 6,78E-7 Па.,   время 6743 c.
давление 6,78E-7 Па.,   время 6744 c.
давление 6,78E-7 Па.,   время 6745 c.
давление 6,78E-7 Па.,   время 6746 c.
давление 6,78E-7 Па.,   время 6747 c.
давление 6,78E-7 Па.,   время 6748 c.
давление 6,78E-7 Па.,   время 6749 c.
давление 6,78E-7 Па.,   время 6750 c.
давление 6,78E-7 Па.,   время 6751 c.
давление 6,78E-7 Па.,   время 6752 c.
давление 6,78E-7 Па.,   время 6753 c.
давление 6,78E-7 Па.,   время 6754 c.
давление 6,78E-7 Па.,   время 6755 c.
давление 6,78E-7 Па.,   время 6756 c.
давление 6,78E-7 Па.,   время 6757 c.
давление 6,78E-7 Па.,   время 6758 c.
давление 6,78E-7 Па.,   время 6759 c.
давление 6,78E-7 Па.,   время 6760 c.
давление 6,78E-7 Па.,   время 6761 c.
давление 6,78E-7 Па.,   время 6762 c.
давление 6,78E-7 Па.,   время 6763 c.
давление 6,78E-7 Па.,   время 6764 c.
давление 6,78E-7 Па.,   время 6765 c.
давление 6,78E-7 Па.,   время 6766 c.
давление 6,78E-7 Па.,   время 6767 c.
давление 6,78E-7 Па.,   время 6768 c.
давление 6,78E-7 Па.,   время 6769 c.
давление 6,78E-7 Па.,   время 6770 c.
давление 6,78E-7 Па.,   время 6771 c.
давление 6,78E-7 Па.,   время 6772 c.
давление 6,78E-7 Па.,   время 6773 c.
давление 6,78E-7 Па.,   время 6774 c.
давление 6,78E-7 Па.,   время 6775 c.
давление 6,78E-7 Па.,   время 6776 c.
давление 6,78E-7 Па.,   время 6777 c.
давление 6,78E-7 Па.,   время 6778 c.
давление 6,78E-7 Па.,   время 6779 c.
давление 6,78E-7 Па.,   время 6780 c.
давление 6,78E-7 Па.,   время 6781 c.
давление 6,78E-7 Па.,   время 6782 c.
давление 6,78E-7 Па.,   время 6783 c.
давление 6,78E-7 Па.,   время 6784 c.
давление 6,78E-7 Па.,   время 6785 c.
давление 6,78E-7 Па.,   время 6786 c.
давление 6,78E-7 Па.,   время 6787 c.
давление 6,78E-7 Па.,   время 6788 c.
давление 6,78E-7 Па.,   время 6789 c.
давление 6,78E-7 Па.,   время 6790 c.
давление 6,78E-7 Па.,   время 6791 c.
давление 6,78E-7 Па.,   время 6792 c.
давление 6,78E-7 Па.,   время 6793 c.
давление 6,78E-7 Па.,   время 6794 c.
давление 6,78E-7 Па.,   время 6795 c.
давление 6,78E-7 Па.,   время 6796 c.
давление 6,78E-7 Па.,   время 6797 c.
давление 6,78E-7 Па.,   время 6798 c.
давление 6,78E-7 Па.,   время 6799 c.
давление 6,78E-7 Па.,   время 6800 c.
давление 6,78E-7 Па.,   время 6801 c.
давление 6,78E-7 Па.,   время 6802 c.
давление 6,78E-7 Па.,   время 6803 c.
давление 6,78E-7 Па.,   время 6804 c.
давление 6,78E-7 Па.,   время 6805 c.
давление 6,78E-7 Па.,   время 6806 c.
давление 6,78E-7 Па.,   время 6807 c.
давление 6,78E-7 Па.,   время 6808 c.
давление 6,78E-7 Па.,   время 6809 c.
давление 6,78E-7 Па.,   время 6810 c.
давление 6,78E-7 Па.,   время 6811 c.
давление 6,78E-7 Па.,   время 6812 c.
давление 6,78E-7 Па.,   время 6813 c.
давление 6,78E-7 Па.,   время 6814 c.
давление 6,78E-7 Па.,   время 6815 c.
давление 6,78E-7 Па.,   время 6816 c.
давление 6,78E-7 Па.,   время 6817 c.
давление 6,78E-7 Па.,   время 6818 c.
давление 6,78E-7 Па.,   время 6819 c.
давление 6,78E-7 Па.,   время 6820 c.
давление 6,78E-7 Па.,   время 6821 c.
давление 6,78E-7 Па.,   время 6822 c.
давление 6,78E-7 Па.,   время 6823 c.
давление 6,78E-7 Па.,   время 6824 c.
давление 6,78E-7 Па.,   время 6825 c.
